"Severity","Time","Recovery time","Status","Host","Problem","Duration","Ack","Actions","Tags"
"High","2026-07-15 12:32:24 PM","2026-07-15 12:47:24 PM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-15 04:47:25 AM","2026-07-15 05:02:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","14m 59s","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-15 03:02:24 AM","2026-07-15 03:17:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-15 01:02:24 AM","2026-07-15 01:17:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-15 12:32:24 AM","2026-07-15 12:47:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-14 06:02:45 PM","2026-07-14 06:05:45 PM","RESOLVED","ANU-APUA-MPLS01","ICMP: High ICMP ping response time","3m","No","Actions (4)","alerttype: network performance, city: antigua, class: network, component: icmp, country: antigua, ip: 172.18.164.150, lla: icmp, lla: pingnetwork, opgr: b2bnoc, target: snmp, template: junipermplslsp, vendor: juniper"
"High","2026-07-14 05:02:24 PM","2026-07-14 05:32:24 PM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","30m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-14 01:17:24 PM","2026-07-14 01:47:24 PM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","30m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-14 07:32:24 AM","2026-07-14 07:47:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-14 04:17:24 AM","2026-07-14 04:32:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-14 03:47:24 AM","2026-07-14 04:02:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-14 02:32:24 AM","2026-07-14 02:47:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-14 01:17:24 AM","2026-07-14 01:47:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","30m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-14 12:47:24 AM","2026-07-14 01:02:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-13 08:47:54 PM","2026-07-13 09:02:24 PM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","14m 30s","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-13 07:47:24 PM","2026-07-13 08:02:24 PM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-13 07:02:24 PM","2026-07-13 07:17:24 PM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-13 04:17:24 PM","2026-07-13 04:32:24 PM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-13 11:34:45 AM","2026-07-13 11:35:45 AM","RESOLVED","ANU-APUA-MPLS01","ICMP: High ICMP ping response time","1m","No","Actions (4)","alerttype: network performance, city: antigua, class: network, component: icmp, country: antigua, ip: 172.18.164.150, lla: icmp, lla: pingnetwork, opgr: b2bnoc, target: snmp, template: junipermplslsp, vendor: juniper"
"High","2026-07-13 11:17:24 AM","2026-07-13 11:32:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-13 10:17:24 AM","2026-07-13 10:32:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-13 09:17:24 AM","2026-07-13 09:32:54 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m 30s","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-12 10:17:24 PM","2026-07-12 10:47:24 PM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","30m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-12 09:32:24 PM","2026-07-12 09:47:24 PM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-12 07:02:24 PM","2026-07-12 07:17:25 PM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m 1s","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-12 06:02:24 PM","2026-07-12 06:47:24 PM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","45m","No","Unsuppressed, Actions (5)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-12 05:02:24 PM","2026-07-12 05:17:24 PM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-12 12:32:24 PM","2026-07-12 12:47:25 PM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m 1s","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-12 10:17:24 AM","2026-07-12 10:47:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","30m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-12 09:47:24 AM","2026-07-12 10:02:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-12 06:47:24 AM","2026-07-12 07:02:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-12 06:02:24 AM","2026-07-12 06:32:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","30m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-12 05:32:24 AM","2026-07-12 05:47:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-12 03:47:24 AM","2026-07-12 04:02:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-12 01:17:24 AM","2026-07-12 01:32:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-11 10:17:24 PM","2026-07-11 10:32:25 PM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m 1s","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-11 06:32:24 PM","2026-07-11 06:47:24 PM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-11 06:02:24 AM","2026-07-11 06:32:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","30m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-11 05:02:24 AM","2026-07-11 05:17:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-11 04:32:24 AM","2026-07-11 04:47:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-11 03:47:24 AM","2026-07-11 04:17:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","30m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-10 09:02:24 PM","2026-07-10 09:17:24 PM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-10 03:47:24 PM","2026-07-10 04:02:24 PM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-10 05:32:24 AM","2026-07-10 06:02:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","30m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-10 05:02:24 AM","2026-07-10 05:17:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-10 01:02:24 AM","2026-07-10 01:47:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","45m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-10 12:02:24 AM","2026-07-10 12:17:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-09 11:02:24 PM","2026-07-09 11:17:24 PM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-09 11:17:24 AM","2026-07-09 11:32:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-09 10:02:24 AM","2026-07-09 10:47:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","45m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-09 07:47:24 AM","2026-07-09 08:02:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-09 04:02:24 AM","2026-07-09 04:17:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-08 11:17:25 PM","2026-07-08 11:32:24 PM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","14m 59s","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-08 11:47:24 AM","2026-07-08 12:02:24 PM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-07 11:17:24 PM","2026-07-07 11:32:24 PM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-07 05:47:24 PM","2026-07-07 06:02:24 PM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-07 05:02:24 PM","2026-07-07 05:17:24 PM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-07 03:32:24 PM","2026-07-07 03:47:25 PM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m 1s","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-07 01:17:24 PM","2026-07-07 01:32:24 PM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-07 10:17:24 AM","2026-07-07 10:32:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-07 08:02:24 AM","2026-07-07 08:17:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-07 07:17:24 AM","2026-07-07 07:32:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-07 06:17:24 AM","2026-07-07 06:32:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-07 04:47:24 AM","2026-07-07 05:02:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-07 02:17:24 AM","2026-07-07 02:32:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-06 10:37:45 PM","2026-07-06 10:42:45 PM","RESOLVED","ANU-APUA-MPLS01","ICMP: High ICMP ping response time","5m","No","Actions (4)","alerttype: network performance, city: antigua, class: network, component: icmp, country: antigua, ip: 172.18.164.150, lla: icmp, lla: pingnetwork, opgr: b2bnoc, target: snmp, template: junipermplslsp, vendor: juniper"
"High","2026-07-06 06:02:24 PM","2026-07-06 06:17:24 PM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-06 11:32:24 AM","2026-07-06 11:47:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-06 11:02:24 AM","2026-07-06 11:17:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-06 08:17:24 AM","2026-07-06 08:47:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","30m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-06 05:17:24 AM","2026-07-06 05:32:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-06 04:47:24 AM","2026-07-06 05:02:24 AM","RESOLVED","ANU-APUA-MPLS01","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.150, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
