"Severity","Time","Recovery time","Status","Host","Problem","Duration","Ack","Actions","Tags"
"Average","2026-07-14 07:08:08 AM","2026-07-14 07:14:08 AM","RESOLVED","BHS-EMR-MPLS01","Routing Engine 0: High CPU utilization (over 96% for 5m)","6m","No","Actions (4)","alerttype: performance, class: network, component: cpu, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-14 04:47:08 AM","2026-07-14 05:02:08 AM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust B temperature sensor: Temperature is above warning threshold: >50","15m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-14 04:47:08 AM","2026-07-14 05:02:08 AM","RESOLVED","BHS-EMR-MPLS01","Routing Engine 0: Temperature is above warning threshold: >50","15m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-14 04:47:08 AM","2026-07-14 05:02:08 AM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust A temperature sensor: Temperature is above warning threshold: >50","15m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-13 09:17:08 AM","2026-07-13 09:32:08 AM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust B temperature sensor: Temperature is above warning threshold: >50","15m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-13 09:17:08 AM","2026-07-13 09:32:08 AM","RESOLVED","BHS-EMR-MPLS01","Routing Engine 0: Temperature is above warning threshold: >50","15m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-13 09:17:08 AM","2026-07-13 09:32:08 AM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust A temperature sensor: Temperature is above warning threshold: >50","15m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-13 08:26:08 AM","2026-07-13 08:32:08 AM","RESOLVED","BHS-EMR-MPLS01","Routing Engine 0: High CPU utilization (over 96% for 5m)","6m","No","Actions (4)","alerttype: performance, class: network, component: cpu, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-12 09:45:08 AM","2026-07-12 09:46:08 AM","RESOLVED","BHS-EMR-MPLS01","ICMP: Unavailable by ICMP ping","1m","No","Actions (4)","alerttype: availability, class: network, component: icmp, country: bahamas, ip: 190.242.4.24, lla: icmp, lla: pingnetwork, opgr: b2bnoc, target: snmp, template: junipermplslsp, vendor: juniper"
"Average","2026-07-11 06:20:08 PM","2026-07-11 06:26:08 PM","RESOLVED","BHS-EMR-MPLS01","Routing Engine 0: High CPU utilization (over 96% for 5m)","6m","No","Actions (4)","alerttype: performance, class: network, component: cpu, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-11 10:02:09 AM","2026-07-11 10:17:08 AM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust B temperature sensor: Temperature is above warning threshold: >50","14m 59s","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-11 10:02:09 AM","2026-07-11 10:17:08 AM","RESOLVED","BHS-EMR-MPLS01","Routing Engine 0: Temperature is above warning threshold: >50","14m 59s","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-11 10:02:08 AM","2026-07-11 10:17:08 AM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust A temperature sensor: Temperature is above warning threshold: >50","15m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-11 09:53:08 AM","2026-07-11 09:54:08 AM","RESOLVED","BHS-EMR-MPLS01","ICMP: Unavailable by ICMP ping","1m","No","Actions (4)","alerttype: availability, class: network, component: icmp, country: bahamas, ip: 190.242.4.24, lla: icmp, lla: pingnetwork, opgr: b2bnoc, target: snmp, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-11 09:32:09 AM","2026-07-11 09:47:08 AM","RESOLVED","BHS-EMR-MPLS01","Routing Engine 0: Temperature is above warning threshold: >50","14m 59s","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-11 09:32:09 AM","2026-07-11 09:47:08 AM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust B temperature sensor: Temperature is above warning threshold: >50","14m 59s","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-11 08:47:08 AM","2026-07-11 09:02:08 AM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust A temperature sensor: Temperature is above warning threshold: >50","15m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-11 08:47:08 AM","2026-07-11 09:02:08 AM","RESOLVED","BHS-EMR-MPLS01","Routing Engine 0: Temperature is above warning threshold: >50","15m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-11 08:47:08 AM","2026-07-11 09:02:08 AM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust B temperature sensor: Temperature is above warning threshold: >50","15m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-11 07:32:08 AM","2026-07-11 07:47:08 AM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust B temperature sensor: Temperature is above warning threshold: >50","15m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-11 07:32:08 AM","2026-07-11 07:47:08 AM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust A temperature sensor: Temperature is above warning threshold: >50","15m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-11 07:32:08 AM","2026-07-11 07:47:08 AM","RESOLVED","BHS-EMR-MPLS01","Routing Engine 0: Temperature is above warning threshold: >50","15m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-11 07:02:08 AM","2026-07-11 07:17:08 AM","RESOLVED","BHS-EMR-MPLS01","Routing Engine 0: Temperature is above warning threshold: >50","15m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-11 07:02:08 AM","2026-07-11 07:17:08 AM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust A temperature sensor: Temperature is above warning threshold: >50","15m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-11 07:02:08 AM","2026-07-11 07:17:08 AM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust B temperature sensor: Temperature is above warning threshold: >50","15m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-11 06:32:09 AM","2026-07-11 06:47:08 AM","RESOLVED","BHS-EMR-MPLS01","Routing Engine 0: Temperature is above warning threshold: >50","14m 59s","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-11 06:32:09 AM","2026-07-11 06:47:08 AM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust B temperature sensor: Temperature is above warning threshold: >50","14m 59s","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-11 06:32:09 AM","2026-07-11 06:47:08 AM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust A temperature sensor: Temperature is above warning threshold: >50","14m 59s","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-11 04:32:08 AM","2026-07-11 04:47:08 AM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust A temperature sensor: Temperature is above warning threshold: >50","15m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-11 04:32:08 AM","2026-07-11 04:47:08 AM","RESOLVED","BHS-EMR-MPLS01","Routing Engine 0: Temperature is above warning threshold: >50","15m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-11 04:32:08 AM","2026-07-11 04:47:08 AM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust B temperature sensor: Temperature is above warning threshold: >50","15m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-09 10:35:45 AM","2026-07-09 10:45:44 AM","RESOLVED","BHS-EMR-MPLS01","MPLS LSP BAH-EMR-MPLS01_to_DMA-ROS-MPLS01: Operational status is down  |  ( From {#MPLSLSP_FROM} to {#MPLSLSP_TO} )","9m 59s","No","Actions (4)","alerttype: availability, class: network, component: mplslsp, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-08 03:35:47 PM","2026-07-08 03:45:45 PM","RESOLVED","BHS-EMR-MPLS01","MPLS LSP BAH-EMR-MPLS01_to_GRN-MHN-MPLS01: Operational status is down  |  ( From {#MPLSLSP_FROM} to {#MPLSLSP_TO} )","9m 58s","No","Actions (4)","alerttype: availability, class: network, component: mplslsp, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-08 09:55:45 AM","2026-07-08 12:15:46 PM","RESOLVED","BHS-EMR-MPLS01","Interface ge-1/0/0(TO-NOTA-MPLS-01-GE-0/1/0_9729.TR_BKBN_MPLS): Link down","2h 20m 1s","Yes","Messages (1), Actions (5)","alerttype: availability, alias: TO-NOTA-MPLS-01-GE-0/1/0_9729.TR_BKBN_MPLS, class: network, component: interface, country: bahamas, interface: ge-1/0/0, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-08 07:08:08 AM","2026-07-08 07:14:08 AM","RESOLVED","BHS-EMR-MPLS01","Routing Engine 0: High CPU utilization (over 96% for 5m)","6m","No","Actions (4)","alerttype: performance, class: network, component: cpu, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-06 09:56:08 AM","2026-07-06 10:02:08 AM","RESOLVED","BHS-EMR-MPLS01","Routing Engine 0: High CPU utilization (over 96% for 5m)","6m","No","Actions (4)","alerttype: performance, class: network, component: cpu, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-06 06:02:08 AM","2026-07-06 06:17:08 AM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust A temperature sensor: Temperature is above warning threshold: >50","15m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-06 06:02:08 AM","2026-07-06 06:17:08 AM","RESOLVED","BHS-EMR-MPLS01","Routing Engine 0: Temperature is above warning threshold: >50","15m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-06 06:02:08 AM","2026-07-06 06:17:08 AM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust B temperature sensor: Temperature is above warning threshold: >50","15m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-05 02:32:08 AM","2026-07-05 02:38:08 AM","RESOLVED","BHS-EMR-MPLS01","Routing Engine 0: High CPU utilization (over 96% for 5m)","6m","No","Actions (4)","alerttype: performance, class: network, component: cpu, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-04 07:17:09 AM","2026-07-04 07:32:08 AM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust B temperature sensor: Temperature is above warning threshold: >50","14m 59s","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-04 07:17:09 AM","2026-07-04 07:32:08 AM","RESOLVED","BHS-EMR-MPLS01","Routing Engine 0: Temperature is above warning threshold: >50","14m 59s","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-04 07:17:08 AM","2026-07-04 07:32:08 AM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust A temperature sensor: Temperature is above warning threshold: >50","15m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-03 01:56:08 PM","2026-07-03 02:02:08 PM","RESOLVED","BHS-EMR-MPLS01","Routing Engine 0: High CPU utilization (over 96% for 5m)","6m","No","Actions (4)","alerttype: performance, class: network, component: cpu, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-03 11:56:08 AM","2026-07-03 12:02:08 PM","RESOLVED","BHS-EMR-MPLS01","Routing Engine 0: High CPU utilization (over 96% for 5m)","6m","No","Actions (4)","alerttype: performance, class: network, component: cpu, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-02 01:32:09 PM","2026-07-02 01:47:08 PM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust A temperature sensor: Temperature is above warning threshold: >50","14m 59s","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-02 01:32:08 PM","2026-07-02 01:47:08 PM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust B temperature sensor: Temperature is above warning threshold: >50","15m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-02 01:32:08 PM","2026-07-02 01:47:08 PM","RESOLVED","BHS-EMR-MPLS01","Routing Engine 0: Temperature is above warning threshold: >50","15m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-02 01:08:08 PM","2026-07-02 01:14:08 PM","RESOLVED","BHS-EMR-MPLS01","Routing Engine 0: High CPU utilization (over 96% for 5m)","6m","No","Actions (4)","alerttype: performance, class: network, component: cpu, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-02 01:02:08 PM","2026-07-02 01:17:08 PM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust B temperature sensor: Temperature is above warning threshold: >50","15m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-02 01:02:08 PM","2026-07-02 01:17:08 PM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust A temperature sensor: Temperature is above warning threshold: >50","15m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-02 01:02:08 PM","2026-07-02 01:17:08 PM","RESOLVED","BHS-EMR-MPLS01","Routing Engine 0: Temperature is above warning threshold: >50","15m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-02 11:32:08 AM","2026-07-02 12:02:08 PM","RESOLVED","BHS-EMR-MPLS01","Routing Engine 0: Temperature is above warning threshold: >50","30m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-02 11:32:08 AM","2026-07-02 12:02:08 PM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust B temperature sensor: Temperature is above warning threshold: >50","30m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-02 11:32:08 AM","2026-07-02 12:02:08 PM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust A temperature sensor: Temperature is above warning threshold: >50","30m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-02 10:47:08 AM","2026-07-02 11:02:08 AM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust B temperature sensor: Temperature is above warning threshold: >50","15m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-02 10:47:08 AM","2026-07-02 11:02:08 AM","RESOLVED","BHS-EMR-MPLS01","Routing Engine 0: Temperature is above warning threshold: >50","15m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-02 09:47:09 AM","2026-07-02 10:02:08 AM","RESOLVED","BHS-EMR-MPLS01","Routing Engine 0: Temperature is above warning threshold: >50","14m 59s","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-02 09:47:09 AM","2026-07-02 10:17:08 AM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust B temperature sensor: Temperature is above warning threshold: >50","29m 59s","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-02 08:47:08 AM","2026-07-02 09:17:08 AM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust B temperature sensor: Temperature is above warning threshold: >50","30m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-02 08:47:08 AM","2026-07-02 09:17:08 AM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust A temperature sensor: Temperature is above warning threshold: >50","30m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-02 08:47:08 AM","2026-07-02 09:17:08 AM","RESOLVED","BHS-EMR-MPLS01","Routing Engine 0: Temperature is above warning threshold: >50","30m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-02 08:02:08 AM","2026-07-02 08:17:08 AM","RESOLVED","BHS-EMR-MPLS01","Routing Engine 0: Temperature is above warning threshold: >50","15m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-02 08:02:08 AM","2026-07-02 08:17:08 AM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust B temperature sensor: Temperature is above warning threshold: >50","15m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-02 07:02:09 AM","2026-07-02 07:32:08 AM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust B temperature sensor: Temperature is above warning threshold: >50","29m 59s","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-02 07:02:09 AM","2026-07-02 07:17:09 AM","RESOLVED","BHS-EMR-MPLS01","Routing Engine 0: Temperature is above warning threshold: >50","15m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-02 06:02:08 AM","2026-07-02 06:17:08 AM","RESOLVED","BHS-EMR-MPLS01","Routing Engine 0: Temperature is above warning threshold: >50","15m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-02 06:02:08 AM","2026-07-02 06:32:08 AM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust B temperature sensor: Temperature is above warning threshold: >50","30m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-02 05:02:08 AM","2026-07-02 05:32:08 AM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust A temperature sensor: Temperature is above warning threshold: >50","30m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-02 05:02:08 AM","2026-07-02 05:32:08 AM","RESOLVED","BHS-EMR-MPLS01","AFEB Exhaust B temperature sensor: Temperature is above warning threshold: >50","30m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-02 05:02:08 AM","2026-07-02 05:32:08 AM","RESOLVED","BHS-EMR-MPLS01","Routing Engine 0: Temperature is above warning threshold: >50","30m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-02 04:17:08 AM","2026-07-02 04:47:08 AM","RESOLVED","BHS-EMR-MPLS01","Routing Engine 0: Temperature is above warning threshold: >50","30m","No","Actions (4)","alerttype: hardware, class: network, component: temperature, country: bahamas, ip: 190.242.4.24, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
